name,city,brewery_type,url,address,address_2,postal_code,state_province,phone,website_url,social_media,country
Persephone Brewing,Gibsons,"['Barrels', 'Beer Service', 'Bike Racks', 'Board Games', 'Brewpub', 'Canada Post delivery across BC', 'Cider', 'Cider Production', 'Cocktails', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Farm', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Patio', 'Picnic Area Outside', 'Picnics', 'Shopping', 'Snacks', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/persephone-brewing-co/,wart Rd,1053 Ste,V0N 1V7,BC,7784623007,http://persephonebrewing.com,"['https://twitter.com/Persephonebeer', 'https://www.facebook.com/PersephoneBrewing/', 'https://www.instagram.com/persephonebrewing/', 'https://untappd.com/PersephoneBrewingCompany']",Canada
Phillips Brewing & Malting Co.,Victoria,"['Baby Change Table (gender neutral washroom)', ""Baby Change Table (women's washroom)"", 'Bike Racks', 'Board Games', 'Canada Post delivery across BC', 'Cider', 'Cocktails', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Distilling', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Non Alc Beer Producer', 'Online Shopping - Merch', 'Patio', 'Picnic Area Outside', 'Spirits', 'Staff has completed Good Night Out training', 'Tasting Room Kitchen', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/phillips-brewing-malting-co/,2010 Government St,N/A,V8T 4P1,BC,2503801912,http://phillipsbeer.com,"['https://twitter.com/phillipsbeer', 'https://www.facebook.com/phillipsbeer/', 'https://www.instagram.com/phillipsbeer/', 'https://untappd.com/w/phillips-brewing-company/1472']",Canada
Poco Brothers Brewing Co,Port Coquitlam,"['Beer Service', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Experience', 'Food Service', 'GF Food Options', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Non Alc Beer Available', 'Patio', 'Restaurant Connected', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/poco-brothers-brewing-co/,1979 Brown St,N/A,V3C 2N4,BC,6049418822,https://pocobrothersbrewing.com/,"['https://www.facebook.com/PoCoBrosBrews', 'https://www.instagram.com/pocobrothersbrewing', 'https://untappd.com/PocoBrothersBrewing']",Canada
Post & Row Brewing Co.,Dawson Creek,"['Brewpub', 'Cider', 'Dog Friendly Zone', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Live Music', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/post-row-brewing/,801 102 Ave,N/A,V1G 2B4,BC,7788430356,https://postandrow.ca/,"['https://www.facebook.com/postandrow/', 'https://www.instagram.com/postandrow/']",Canada
Powell Brewery,Vancouver,"['Barrels', 'Board Games', 'Cider', 'Craft Sodas', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Truck(s)', 'Gluten-Free Beer', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Patio', 'Shopping', 'Snacks', 'Videogames']",https://bcaletrail.ca/breweries/powell-street-craft-brewery/,1357 Powell St,N/A,V5L 1G8,BC,6045582537,http://powellbeer.com,"['https://twitter.com/powellbeer', 'https://www.facebook.com/powellbeer/', 'https://www.instagram.com/powellbeer/', 'https://untappd.com/PSCB']",Canada
RAD Brewing,Comox,"['Beer Service', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Service', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Kombucha', 'Live Music', 'What Else?']",https://bcaletrail.ca/breweries/rad-brewing-co/,1,Unit1,V9M 3M9,BC,N/A,https://radbrewco.com/,"['https://www.facebook.com/radbrewcomox', 'https://www.instagram.com/radbrewcomox/?fbclid=IwAR1jtpxpnx0PFIRFIyddsQN67moQCLQxeD-VEK5wRB6Y9HpluX2GlFLJpDs']",Canada
Radium Brewing,Radium Hot Springs,"['Delivery from Local Restaurants Available', 'Gender Neutral Washrooms', 'Live Music', 'Snacks', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/radium-brewing/,7537 Main Street West,N/A,V0A 1M0,BC,2506888091,https://www.radiumbrewing.ca/,"['https://www.facebook.com/RadiumBrewing', 'https://www.instagram.com/radiumbrewing/']",Canada
Railside Brewing,Kelowna,"['Beer Service', 'Bike Racks', 'Board Games', 'Cider', 'Cocktails', 'Craft Sodas', 'Delivery from Local Restaurants Available', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Service', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Kombucha', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/railside-brewing-ltd/,1186 High Road,N/A,V1Y 7B1,BC,N/A,https://www.railsidebrewing.ca/,"['https://www.facebook.com/profile.php?id=100084425877565', 'https://www.instagram.com/railsidebrewingkelowna/']",Canada
Ravens Brewing Company,Abbotsford,"['Barrels', 'Canada Post delivery across BC', 'Cocktails', 'Distilling', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Snacks', 'Tasting Room Kitchen', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/ravens-brewing-company/,37455 Kilgard Road,N/A,V3G 0H8,BC,2364834028,http://ravensbrewing.com,"['https://twitter.com/ravensbrewing', 'https://www.facebook.com/ravensbrewing/', 'https://www.instagram.com/ravensbrewing/', 'https://untappd.com/RavensBrewingCompany']",Canada
R&B Brewing,Vancouver,"['Family Friendly', 'Growler Fills', 'Keg Sales/Rentals', 'Kombucha', 'Merchandise', 'Restaurant Connected', 'Wine']",https://bcaletrail.ca/breweries/rb-brewing-co/,54 E 4th Ave,N/A,V5T 1E8,BC,6048742537,http://randbbrewing.com,"['https://www.facebook.com/RBBrewing/', 'https://www.instagram.com/RBBrewing/', 'https://untappd.com/RandBBrewingCo']",Canada
Red Arrow Brewing,Duncan,"['Barrels', 'Beer Service', 'Canada Post delivery across BC', 'Cider', 'Cocktails', 'Crowlers', 'Dog Friendly Zone', 'Experience', 'Food Service', 'Food Truck(s)', 'Growler Fills', 'Keg Sales/Rentals', 'Live Music', 'Online Ordering - Local Delivery', 'Patio', 'Restaurant Connected', 'Tasting Room Kitchen', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/red-arrow-brewing-company/,5255 Chaster Rd,N/A,V0R 2C0,BC,2505970037,http://redarrowbeer.ca,"['https://twitter.com/RedArrowBeer', 'https://www.facebook.com/redarrowbrewing/', 'https://www.instagram.com/redarrowbeer/', 'https://untappd.com/RedArrowBeer']",Canada
Red Bird Brewing,Kelowna,[''],https://bcaletrail.ca/breweries/red-bird-brewing/,1086 Richter Street,N/A,V1Y 2K5,BC,N/A,https://redbirdbrewing.com/,"['https://twitter.com/redbirdbeer', 'https://www.facebook.com/redbirdbeer/', 'https://www.instagram.com/redbirdbeer/', 'https://untappd.com/w/red-bird-brewing/359293']",Canada
Red Collar Brewing,Kamloops,"['Family Friendly', 'Growler Fills', 'Merchandise', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/red-collar-brewing-co/,355 Lansdowne St,N/A,V2C 1X9,BC,7784710174,http://redcollar.ca,"['https://twitter.com/redcollarbrew', 'https://www.facebook.com/redcollarbrewery/', 'https://www.instagram.com/redcollarbrewing/', 'https://untappd.com/RedCollarBrewingCo']",Canada
Red Truck Beer Company,Vancouver,"['Brewpub', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Restaurant Connected']",https://bcaletrail.ca/breweries/red-truck-beer-company/,295 E 1st Ave,N/A,V5T 1A7,BC,6046824733,http://redtruckbeer.com,"['https://www.facebook.com/RedTruckBeer/', 'https://www.instagram.com/redtruckbeer/', 'https://untappd.com/RedTruckBeerCompany']",Canada
Rewind Beer Co.,Port Moody,"['Cider', 'Delivery from Local Restaurants Available', 'Dog Friendly Zone', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Kombucha', 'Patio', 'Snacks', 'Tasting Room Kitchen', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/rewind-beer-co/,2809 Murray St,N/A,V3H 1X3,BC,2364660226,https://rewindbeer.com/,"['https://www.facebook.com/rewindbeer', 'https://www.instagram.com/rewindbeer/']",Canada
Ricochet Brewing and Taphouse,Salmon Arm,"['Gender Neutral Washrooms', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/ricochet-brewing-and-taphouse/,310 Hudson Ave,N/A,V1E 4N2,BC,2508036829,https://ricochetbrewing.com/,"['https://www.facebook.com/ricochet.brewing.ca', 'https://www.instagram.com/ricochet.brewing']",Canada
Rossland Beer Company,Rossland,"['Family Friendly', 'Food Truck(s)', 'Growler Fills', 'Merchandise', 'Picnics', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/rossland-beer-company/,1990F Columbia Avenue,N/A,V0G 1Y0,BC,2503622122,http://rosslandbeer.com,"['https://twitter.com/RosslandBeer', 'https://www.facebook.com/RosslandBeer/', 'https://www.instagram.com/rosslandbeerco/', 'https://untappd.com/w/rossland-beer-company/146910']",Canada
Rumpus Beer Co,Revelstoke,"['Beer Service', 'Crowlers', 'Delivery from Local Restaurants Available', 'Experience', 'Family Friendly', 'Food Service', 'Growler Fills', 'Merchandise', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/rumpus-beer-co/,208 1st Street E,N/A,N/A,BC,2506838100,http://www.rumpusbeerco.com,"['https://www.facebook.com/rumpusbeercompany/', 'https://www.instagram.com/rumpusbeerco/', 'https://untappd.com/w/rumpus-beer-company/434488']",Canada
Russell Brewing Company,Surrey,"['Barrels', 'Call in or Order Online', 'Cider', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Keg Sales/Rentals', 'Kombucha', 'Margaritas', 'Merchandise', 'Online Ordering - Local Delivery', 'Restaurant Connected', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/russell-brewing-company/,Ave,#100 - 13018 80,V3W 3B2,BC,2365989951,http://russellbeer.com,"['https://twitter.com/Russell_Beer', 'https://www.facebook.com/Russell.Brewing/', 'https://www.instagram.com/russell_beer/', 'https://untappd.com/russell_beer']",Canada
Rusted Rake Brewing,Nanoose Bay,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Family Friendly', 'Farm', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/rusted-rake-brewing/,3106 Northwest Bay Road,N/A,V9P 9E6,BC,2508211934,https://rustedrakebrewing.ca/,"['https://www.facebook.com/rustedrakebrewing/', 'https://www.instagram.com/rustedrakebrewing/']",Canada
Rustic Reel Brewing Co,Kelowna,"['Brewpub', 'Call in or Order Online', 'Cider', 'Cocktails', 'Crowlers', 'Family Friendly', 'GF Food Options', 'Gluten-Free Beer', 'Growler Fills', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/rustic-reel-brewing-co/,760 Vaughan Ave,N/A,V1Y 7E4,BC,2508623737,http://www.rusticreel.com,"['https://www.facebook.com/rusticreel/', 'https://www.instagram.com/rusticreel', 'https://untappd.com/w/rustic-reel-brewing-co/442195']",Canada
Salt Spring Brewing Co.,Salt Spring Island,"['Dog Friendly Zone', 'Experience', 'Family Friendly', 'Growler Fills', 'Merchandise', 'Online Shopping - Gift Cards', 'Organic Beer', 'Patio', 'Picnics', 'Shopping']",https://bcaletrail.ca/breweries/salt-spring-island-ales/,270 Furness Rd,N/A,V8K 1Z7,BC,18443887742,https://www.saltspringbrewing.com/,"['https://twitter.com/saltspringales', 'https://www.facebook.com/saltspringbrewery', 'https://www.instagram.com/saltspringbrewery/', 'https://untappd.com/SaltSpringIslandAles']",Canada
Shaketown Brewing,North Vancouver,"['Call in or Order Online', 'Cider', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/shaketown-brewing/,Esplanade Ave E,#105 - 288,V7M 1A1,BC,N/A,https://shaketownbrewing.com/,"['https://mobile.twitter.com/shaketownbeer', 'https://www.instagram.com/shaketownbeer/', 'https://untappd.com/ShaketownBrewing']",Canada
Sherwood Mountain Brewhouse,Terrace,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Canada Post delivery across BC', 'Cider', 'Delivery from Local Restaurants Available', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/sherwood-mountain-brewhouse/,101 - 4816 Highway 16 W,N/A,V8G 1L6,BC,2506350080,http://sherwoodmountain.beer,"['https://twitter.com/SherwoodMtn', 'https://www.facebook.com/SherwoodMountainBrewhouse', 'https://www.instagram.com/sherwoodmountainbeer/', 'https://untappd.com/w/sherwood-mountain-brewhouse/175106']",Canada
Shore Line Brewing,Kelowna,"['Bike Racks', 'Call in or Order Online', 'Cask Beer', 'Cider', 'Cocktails', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Merchandise', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Shopping', 'Videogames', 'Wine']",https://bcaletrail.ca/breweries/shore-line-brewing/,Lakeshore Road,#116-3477,V1W 0A7,BC,7789406802,https://www.shorelinebrewing.com/,"['https://www.facebook.com/shorelinebrewingco/', 'https://www.instagram.com/shorelinebrewingco/', 'https://untappd.com/ShoreLineBrewingCo#']",Canada
Sidekick Brewing,Chilliwack,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Beer Service', 'Bike Racks', 'Board Games', 'Brewpub', 'Call in or Order Online', 'Cider', 'Coffee', 'Craft Sodas', 'Delivery through Skip the Dishes and Uber Eats', 'Dog Friendly Zone', 'Events', 'Family Friendly', 'Gender Neutral Washrooms', 'GF Food Options', 'Good Night Out training', 'Growler Fills', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Patio', 'Safe Space Signage', 'Snacks', 'Staff has completed Good Night Out training', 'Take-Out', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/sidekick-brewing/,Vedder Mountain Rd,#106 - 45530,V2R 4C3,BC,6048472023,https://www.sidekickbrewing.com/,"['https://www.facebook.com/SidekickBrewingBC', 'https://www.instagram.com/sidekickbrewingbc/']",Canada
Silverstar Brewing Company,Vernon,"['Baby Change Table (gender neutral washroom)', ""Baby Change Table (women's washroom)"", 'Bike Racks', 'Board Games', 'Brewpub', 'Cider', 'Cocktails', 'Craft Sodas', 'Crowlers', 'Dog Friendly Patio', 'Family Friendly', 'GF Food Options', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Non Alc Beer Producer', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/silverstar-brewing-company/,2933 30th Ave,N/A,V1T 2B8,BC,7784755115,https://silverstarbrewing.com/,"['https://www.facebook.com/silverstarbrewing', 'https://www.instagram.com/silverstarbrewing/']",Canada
Slackwater Brewing,Penticton,[''],https://bcaletrail.ca/breweries/slackwater-brewing/,218 Martin Street - PRODUCTION FACILITY ONLY,N/A,V2A 5K3,BC,N/A,http://www.slackwaterbrewing.com,"['https://www.facebook.com/slackwaterbrewing', 'https://www.instagram.com/slackwaterbrewing', 'https://untappd.com/SlackwaterBrewing']",Canada
Slow Hand Beer Co.,Vancouver,"['Bike Racks', 'Cider', 'Craft Sodas', 'Delivery from Local Restaurants Available', 'Dog Friendly Patio', 'Family Friendly', 'Gender Neutral Washrooms', 'Keg Sales/Rentals', 'Kombucha', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Wine']",https://bcaletrail.ca/breweries/slow-hand-beer/,1830 Powell St,N/A,V5L 1H9,BC,7788192252,https://www.slowhandbeer.com/,"['https://www.facebook.com/slowhandbeer', 'https://www.instagram.com/slowhandbeer/', 'https://untappd.com/SHBCo']",Canada
Small Gods Brewing,Sidney,"['Beer Service', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', ""Code of Conduct on Brewery's Website"", 'Craft Sodas', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Service', 'Gender Neutral Washrooms', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/small-gods-brewing-co/,9835 Third Street,N/A,N/A,BC,N/A,https://smallgods.ca/,"['https://twitter.com/SmallGodsBrew', 'https://www.facebook.com/smallgodsbrewing', 'https://www.instagram.com/smallgodsbrewing/?hl=en']",Canada
Smithers Brewing Company,Smithers,"['Beer Service', 'Experience', 'Family Friendly', 'Food Service', 'Growler Fills', 'Has Tours', 'Merchandise', 'Snacks']",https://bcaletrail.ca/breweries/smithers-brewing/,3832 3 Ave,N/A,V0J 2N0,BC,7786402739,https://www.smithersbrewing.com,"['https://www.facebook.com/smithersbrewing/', 'https://www.instagram.com/smithersbrewing/', 'https://untappd.com/SmithersBrewingCo']",Canada
Smugglers Trail Caskworks,Langley,"['All Weather Patio', 'Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Board Games', 'Brewpub', 'Canada Post delivery across BC', 'Cask Beer', 'Cider', 'Cocktails', 'Craft Sodas', 'Dog Friendly Patio', 'Educational events', 'Family Friendly', 'Gender Neutral Washrooms', 'Growler Fills', 'Guest Taps', 'Has Tours', 'Keg Sales/Rentals', 'Kombucha', 'Live Music', 'Merchandise', 'Online Ordering - Local Delivery', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Safe Space Signage', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/smugglers-trail-caskworks/,140 - 9339 200A St,N/A,V1M 0B3,BC,7787051880,https://smugglerstrailcask.com/,"['https://twitter.com/smugglerstrail', 'https://www.facebook.com/smugglers.trail.beer/', 'https://www.instagram.com/smugglerstrail/', 'https://untappd.com/smugglerstrail']",Canada
Sooke Brewing Company,Sooke,"['Barrels', 'Crowlers', 'Delivery from Local Restaurants Available', 'Food Truck(s)', 'Growler Fills', 'Merchandise']",https://bcaletrail.ca/breweries/sooke-brewing-company/,2057 Otter Point Road,N/A,N/A,BC,2506420106,http://sookebrewing.com,"['https://twitter.com/SookeBrewingCo', 'https://www.facebook.com/sookebrewing/', 'https://www.instagram.com/sookebrewing/', 'https://untappd.com/SookeBrewingCompany']",Canada
Sooke Oceanside Brewery,Sooke,"['Cider', 'Food Truck(s)', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/sooke-oceanside-brewery/,5871 - A Sooke Road,N/A,V9Z 0C7,BC,7783522739,http://sookeoceansidebrewery.com,"['https://twitter.com/sookebrew', 'https://www.facebook.com/sookebrew/', 'https://www.instagram.com/Sookebrew/', 'https://untappd.com/SookeOceansideBrewery']",Canada
Spinnakers Brewpub,Victoria,"['Barrels', 'Brewpub', 'Cask Beer', 'Cider', 'Cider Production', 'Distilling', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Hotel', 'Merchandise', 'Wine']",https://bcaletrail.ca/breweries/spinnakers-brewpub/,308 Catherine St,N/A,V9A 3S8,BC,2503862739,http://spinnakers.com,"['https://twitter.com/spinnakers', 'https://www.facebook.com/spinnakersbrewpub/', 'https://www.instagram.com/spinnakersbrewpub/', 'https://untappd.com/Spinnakers']",Canada
Steamworks Brew Pub,Vancouver,"['Beer Service', 'Brewpub', 'Experience', 'Family Friendly', 'Food Service', 'GF Food Options', 'Patio', 'Wheelchair Accessible']",https://bcaletrail.ca/breweries/steamworks-brewpub/,375 Water St,N/A,N/A,BC,6046892739,http://steamworks.com/brew-pub,"['https://www.facebook.com/Steamworks/', 'https://www.instagram.com/steamworksbrewpub/', 'https://untappd.com/v/steamworks-brewing-company/22757']",Canada
Steamworks Brewing Co – Burnaby Brewery & Taproom,Burnaby,"['Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Board Games', 'Cask Beer', 'Cider', 'Craft Sodas', 'Dog Friendly Zone', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise', 'Non Alc Beer Available', 'Online Shopping - Gift Cards', 'Online Shopping - Merch', 'Patio', 'Picnic Area Outside', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/steamworks-brewing-co/,3845 William St,N/A,V5C 3J1,BC,N/A,https://steamworks.com/the-brewery/,"['https://www.facebook.com/steamworksbeer/', 'https://www.instagram.com/steamworksbeer/', 'https://untappd.com/steamworks']",Canada
Steel & Oak Brewing,New Westminster,"['Barrels', 'Beer Service', 'Canada Post delivery across BC', 'Cider', 'Family Friendly', 'Growler Fills', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/steel-oak-brewing-co/,1319 3rd Ave,N/A,V3M 1R2,BC,6045406495,http://steelandoak.ca,"['https://twitter.com/steelandoak', 'https://www.facebook.com/steelandoak/', 'https://www.instagram.com/steelandoak/', 'https://untappd.com/SteelAndOak']",Canada
Storm Brewing,Vancouver,"['Barrels', 'Family Friendly', 'Growler Fills', 'Keg Sales/Rentals', 'Merchandise']",https://bcaletrail.ca/breweries/storm-brewing-ltd/,310 Commercial Dr,N/A,V5L 1T1,BC,6042559119,http://stormbrewing.org,"['https://twitter.com/stormbrewingvan', 'https://www.facebook.com/stormbrewing/', 'https://www.instagram.com/stormbrewing/', 'https://untappd.com/w/storm-brewing-british-columbia/1210']",Canada
Strange Fellows Brewing,Vancouver,"['Barrels', 'Cider', 'Cider Production', 'Family Friendly', 'Growler Fills', 'Has Tours', 'Merchandise', 'Non Alc Beer Producer', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/strange-fellows-brewing/,1345 Clark Dr,N/A,V5L 3K8,BC,6042150092,http://strangefellowsbrewing.com,"['https://twitter.com/Strange_Fellows', 'https://www.facebook.com/strangefellowsbrewing/', 'https://www.instagram.com/strangefellowsbrewing/', 'https://untappd.com/StrangeFellowsBrewing']",Canada
Strathcona Beer Co.,Vancouver,"['Brewpub', 'Family Friendly', 'Growler Fills', 'Merchandise', 'Restaurant Connected']",https://bcaletrail.ca/breweries/strathcona-beer-company/,895 E Hastings St,N/A,V6A 3Y1,BC,7783799050,http://strathconabeer.com,"['https://twitter.com/strathconabeer', 'https://www.facebook.com/strathconabeer/', 'https://www.instagram.com/strathconabeer/', 'https://untappd.com/w/strathcona-beer-company/283978']",Canada
Superflux Beer Co.,Vancouver,"['Take-Out', 'Tasting Room Kitchen']",https://bcaletrail.ca/breweries/superflux-beer-co/,505 Clark Dr,N/A,V5L 3H7,BC,N/A,https://www.superfluxbeer.com/,"['https://www.instagram.com/superfluxbeer/', 'https://untappd.com/SuperfluxBeerCompany']",Canada
Swift Brewing,Victoria,"['Brewpub', 'Cider', 'Cocktails', 'Dog Friendly Patio', 'Dog Friendly Zone', 'Experience', 'Gender Neutral Washrooms', 'Guest Taps', 'Has Tours', 'Merchandise', 'Non Alc Beer Available', 'Patio', 'Snacks', 'Videogames', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/swift-brewing/,450 Swift St,N/A,V8W 1S3,BC,N/A,http://swiftbrewing.ca,"['https://www.facebook.com/SwiftBeer', 'https://www.instagram.com/swiftbeer/', 'https://untappd.com/w/swift-brewing/541900']",Canada
Switchback Brewing,Maple Ridge,"['Food Truck(s)', 'Growler Fills', 'Merchandise', 'Shopping', 'Snacks', 'Take-Out']",https://bcaletrail.ca/breweries/switchback-brewing/,22775 Dewdney Trunk Rd,N/A,V2X 3K4,BC,6044790999,https://www.switchbackbrewco.com/,"['https://www.facebook.com/profile.php?id=61558280696857', 'https://www.instagram.com/switchbackbrewingcanada/']",Canada
Tailout Brewing,Trail,"['Baby Change Table (gender neutral washroom)', 'Bike Racks', 'Brewpub', 'Cider', 'Cocktails', 'Dog Friendly Zone', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Growler Fills', 'Hotel', 'Keg Sales/Rentals', 'Non Alc Beer Available', 'Patio', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/tailout-brewing/,1299 Bay Avenue,N/A,V1R 4A5,BC,2506089056,http://www.tailoutbrewing.com,"['https://www.facebook.com/tailoutbrewing/', 'https://www.instagram.com/tailoutbrewing/', 'https://untappd.com/TailoutBrewing']",Canada
Tapworks Brewing Company,Gibsons,"['Beer Service', 'Brewpub', 'Cider', 'Craft Sodas', 'Dog Friendly Zone', 'Experience', 'Family Friendly', 'Food Service', 'Gender Neutral Washrooms', 'GF Food Options', 'Growler Fills', 'Has Tours', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Patio', 'Picnics', 'Shopping', 'Take-Out', 'Tasting Room Kitchen', 'Videogames', 'What Else?', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/tapworks-brewing-company/,537 Cruice Lane,N/A,V0N 1V9,BC,7784622337,http://www.gibsonstapworks.com/delivery,"['https://twitter.com/tapworksbrewing', 'https://www.facebook.com/tapworksbrewing/', 'http://www.instagram.com/tapworksbrewing', 'https://untappd.com/w/gibsons-tapworks-brewing/320257']",Canada
Taylight Brewing,Port Coquitlam,"['All Weather Patio', 'Bike Racks', 'Board Games', 'Cider', 'Craft Sodas', 'Delivery from Local Restaurants Available', 'Delivery through Skip the Dishes and Uber Eats', 'Dog Friendly Patio', 'Family Friendly', 'Food Truck(s)', 'Gender Neutral Washrooms', 'Gluten-Free Beer', 'Growler Fills', 'Keg Sales/Rentals', 'Live Music', 'Merchandise', 'Non Alc Beer Available', 'Non Alc Beer Producer', 'Picnic Area Outside', 'Safe Space Signage', 'Snacks', 'Spirits', 'Wheelchair Accessible', 'Wine']",https://bcaletrail.ca/breweries/taylight-brewing/,402 - 1485 Coast Meridian Road,N/A,V3C 5P1,BC,6042831944,http://taylightbrewing.com/,"['https://www.facebook.com/taylightbrewing/', 'https://www.instagram.com/taylight_brewing', 'https://untappd.com/Taylight_Brewing']",Canada
